 Asset Description,Commision Year,More than 10years,Purchase Cost,Price more 10k, Asset Status, Expected Lifespan (Years), Asset Age (Year), Warranty Duration,Past Expected, Purchase Category,Purchase Status,Purchase Date
Electrocardiograph,2014,0,3300,0,Active,7,4.1,11,0,Additional,1,12/11/2014
Hemodialysis Unit,2014,0,40000,1,Active,5,4.1,11,0,Additional,1,05/11/2014
Electrocardiograph,2014,0,3300,0,Active,7,4.1,11,0,Additional,1,12/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Electrosurgical Unit,2014,0,40000,1,Active,7,4.1,24,0,Additional,1,14/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.1,24,0,Additional,1,28/11/2014
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Diagnostic Set,2014,0,4200,0,Active,5,5,24,1,Additional,1,24/09/2014
Electrocardiographs,2014,0,4500,0,Active,7,4.1,11,0,Additional,1,17/11/2014
Electrocardiographs,2014,0,4500,0,Active,7,4.1,11,0,Additional,1,17/11/2014
Electrocardiographs,2014,0,4500,0,Active,7,4.1,11,0,Additional,1,17/11/2014
Electrocardiographs,2014,0,4500,0,Active,7,4.1,11,0,Additional,1,17/11/2014
Advance Cardiac Life Support Manikin,2014,0,45000,1,Active,10,4.1,11,0,Additional,1,05/11/2014
Bone Scalpel,2014,0,190000,1,Active,5,4.9,11,0,Additional,1,16/12/2014
Peak Plasma Blade,2014,0,70000,1,Active,7,4.9,11,0,Additional,1,16/12/2014
Wireless Digital Dental X-Ray Sensor,2014,0,49990,1,Active,8,4.1,11,0,Additional,1,12/11/2014
Retinoscope,2014,0,3300,0,Active,7,4.9,11,0,Additional,1,05/12/2014
Retinoscope,2014,0,3300,0,Active,7,4.9,11,0,Additional,1,05/12/2014
Transilluminator,2014,0,1500,0,Active,7,4.9,11,0,Additional,1,05/12/2014
Transilluminator,2014,0,1500,0,Active,7,4.9,11,0,Additional,1,05/12/2014
Flexible Cystoscope,2014,0,33800,1,Active,3,4.1,11,1,Additional,1,19/11/2014
Infant Incubator,2014,0,48000,1,Active,8,4.1,24,0,Additional,1,11/11/2014
Infant Incubator,2014,0,48000,1,Active,8,4.1,24,0,Additional,1,11/11/2014
Ultrasound,2014,0,149000,1,Active,8,4.1,24,0,Additional,1,03/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
3 Channel Cardio Respiratory Monitor,2014,0,14500,1,Active,7,4.1,24,0,Additional,1,24/11/2014
3 Channel Cardio Respiratory Monitor,2014,0,14500,1,Active,7,4.1,24,0,Additional,1,24/11/2014
3 Channel Cardio Respiratory Monitor,2014,0,14500,1,Active,7,4.1,24,0,Additional,1,24/11/2014
3 Channel Cardio Respiratory Monitor,2014,0,14500,1,Active,7,4.1,24,0,Additional,1,24/11/2014
3 Channel Cardio Respiratory Monitor,2014,0,14500,1,Active,7,4.1,24,0,Additional,1,24/11/2014
Infant Incubator,2014,0,48000,1,Active,8,5,24,0,Additional,1,30/09/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Transport Ventilator,2014,0,56840,1,Active,10,4.9,24,0,Additional,1,02/12/2014
Transport Ventilator,2014,0,56840,1,Active,10,4.9,24,0,Additional,1,02/12/2014
Transport Ventilator,2014,0,56840,1,Active,10,4.9,24,0,Additional,1,02/12/2014
Transport Monitor,2014,0,12500,1,Active,7,4.1,24,0,Additional,1,19/11/2014
Peripheral Nerve Stimulator,2014,0,2500,0,Active,5,5,11,1,Additional,1,25/09/2014
Peripheral Nerve Stimulator,2014,0,2500,0,Active,5,5,11,1,Additional,1,25/09/2014
Peripheral Nerve Stimulator,2014,0,2500,0,Active,5,5,11,1,Additional,1,25/09/2014
Peripheral Nerve Stimulator,2014,0,2500,0,Active,5,5,11,1,Additional,1,25/09/2014
Vital Signs Monitor,2014,0,7200,0,Active,7,5.2,24,0,Additional,1,09/07/2014
Pulse Oximeter,2014,0,5500,0,Active,10,4.11,11,0,Additional,1,15/10/2014
Electric Dermatome Set,2014,0,48000,1,Active,10,5,11,0,Additional,1,15/09/2014
Clinical Information System,2014,0,63100,1,Active,7,5.1,36,0,Additional,1,28/08/2014
Physiologic Monitoring System,2014,0,7600,0,Active,7,5.2,17,0,Additional,1,23/07/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,5500,0,Active,10,4.11,11,0,Additional,1,15/10/2014
Pulse Oximeter,2014,0,5500,0,Active,10,4.11,11,0,Additional,1,15/10/2014
Pulse Oximeter,2014,0,5500,0,Active,10,4.11,11,0,Additional,1,15/10/2014
Power Drill,2014,0,37000,1,Active,8,4.11,11,0,Additional,1,16/10/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Pulse Oximeter,2014,0,5500,0,Active,10,4.11,11,0,Additional,1,15/10/2014
Cordless Dermatome,2014,0,45000,1,Active,10,4.11,11,0,Additional,1,21/10/2014
Cordless Dermatome,2014,0,48000,1,Active,10,4.11,11,0,Additional,1,21/10/2014
Anesthesia Unit,2014,0,196500,1,Active,7,5,24,0,Additional,1,11/09/2014
Anesthesia Unit,2014,0,196500,1,Active,7,5,24,0,Additional,1,11/09/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Gamma Probe,2014,0,115500,1,Active,8,5.1,11,0,Additional,1,11/08/2014
Automated Evaporator,2014,0,39000,1,Active,7,5,11,0,Additional,1,23/09/2014
Light Source,2014,0,27000,1,Active,8,4.11,24,0,Additional,1,31/10/2014
Centrifuge,2014,0,16000,1,Active,8,4.1,24,0,Additional,1,03/11/2014
Electrocardiograph 3-Channel,2014,0,3800,0,Active,7,4.11,24,0,Additional,1,20/10/2014
Electrocardiograph 3-Channel,2014,0,3800,0,Active,7,4.11,24,0,Additional,1,20/10/2014
Electrocardiograph 3-Channel,2014,0,3800,0,Active,7,4.11,24,0,Additional,1,20/10/2014
Electrocardiograph 3-Channel,2014,0,3800,0,Active,7,4.11,24,0,Additional,1,20/10/2014
Electrocardiograph 3-Channel,2014,0,3800,0,Active,7,4.11,24,0,Additional,1,20/10/2014
Feeding Pump,2014,0,2149.2,0,Active,5,5.1,11,1,Additional,1,18/08/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,4950,0,Active,7,5.6,24,0,Additional,1,21/03/2014
Electrocardiographs,2014,0,4950,0,Active,7,5.6,24,0,Additional,1,21/03/2014
Electrocardiographs,2014,0,4950,0,Active,7,5.6,24,0,Additional,1,21/03/2014
Electrocardiographs,2014,0,4950,0,Active,7,5.6,24,0,Additional,1,21/03/2014
Electrocardiographs,2014,0,4950,0,Active,7,5.6,24,0,Additional,1,21/03/2014
Block Heater,2014,0,11900,1,Active,5,5.6,11,1,Additional,1,28/03/2014
Oven Laboratory,2014,0,3200,0,Active,10,5.6,11,0,Additional,1,28/03/2014
Shaker,2014,0,5800,0,Active,8,5.6,11,0,Additional,1,28/03/2014
Bedside Monitor 5 Parameter,2014,0,12121.2,1,Active,7,5.5,24,0,Additional,1,03/04/2014
Doppler,2014,0,6000,0,Active,5,5.5,24,1,Additional,1,04/04/2014
Video Gastroscope,2014,0,95980,1,Active,3,5.6,11,1,Additional,1,18/03/2014
Light Source,2014,0,43000,1,Active,8,5.6,11,0,Additional,1,18/03/2014
Color Video Printer,2014,0,7500,0,Active,8,5.6,11,0,Additional,1,18/03/2014
Dvd Recorder/Player,2014,0,1100,0,Active,5,5.6,11,1,Additional,1,18/03/2014
Tv Monitor,2014,0,39180,1,Active,10,5.6,11,0,Additional,1,18/03/2014
Video Processor,2014,0,98600,1,Active,8,5.6,11,0,Additional,1,18/03/2014
Vital Signs Monitor,2014,0,6800,0,Active,7,5.4,24,0,Additional,1,06/05/2014
Vital Signs Monitor,2014,0,6800,0,Active,7,5.4,24,0,Additional,1,06/05/2014
Pca Pump,2014,0,9950,0,Active,10,5.2,24,0,Additional,1,21/07/2014
Pca Pump,2014,0,9950,0,Active,10,5.2,24,0,Additional,1,21/07/2014
Pca Pump,2014,0,9950,0,Active,10,5.2,24,0,Additional,1,21/07/2014
Pca Pump,2014,0,9950,0,Active,10,5.2,24,0,Additional,1,21/07/2014
Pca Pump,2014,0,9950,0,Active,10,5.2,24,0,Additional,1,21/07/2014
Test Tool,2014,0,38500,1,Active,8,6.1,11,0,Additional,1,02/08/2013
Flexible Intubation Bronchoscope,2014,0,34575,1,Active,5,5.2,11,1,Additional,1,11/07/2014
Ultrasound,2014,1,198000,1,Active,8,10.1,36,1,Additional,1,14/08/2009
Infant Scale,2014,0,3200,0,Active,5,5,11,1,Additional,1,04/09/2014
Aspirator,2014,1,4800,0,Active,10,11.1,0,1,Additional,1,08/08/2008
Operating Surgical Light,2014,0,65520,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,128960,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,197421,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,128960,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,197421,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,147808,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,128960,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,105664,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,128960,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,145856,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,65520,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,145856,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Operating Surgical Light,2014,0,65520,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Operating Table,2014,0,145856,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Motomed & Arm Trainer,2014,0,18409,1,Active,10,4.11,11,0,Additional,1,20/10/2014
Nebulizer,2014,0,790,0,Active,5,4.11,11,0,Additional,1,02/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Feeding Pump,2014,0,2100,0,Active,5,4.11,11,0,Additional,1,28/10/2014
Defibrillator,2014,0,19900,1,Active,5,4.11,11,0,Additional,1,07/10/2014
Infusion Pump,2014,0,2640,0,Active,10,5.1,24,0,Additional,1,07/08/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Mobile C-Arm Unit,2014,0,360726,1,Active,7,6.11,23,0,Additional,1,31/10/2012
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Suction Pump,2014,0,3800,0,Active,10,5.5,11,0,Additional,1,11/04/2014
Suction Pump,2014,0,3800,0,Active,10,5.5,11,0,Additional,1,11/04/2014
Patient Transport Monitor,2014,0,9000,0,Active,7,5.5,11,0,Additional,1,01/04/2014
Patient Transport Monitor,2014,0,9000,0,Active,7,5.5,11,0,Additional,1,01/04/2014
Aspirator,2014,0,2720,0,Active,10,5.11,11,0,Additional,1,01/10/2013
Defibrillator,2014,0,11734,1,Active,5,5.11,11,1,Additional,1,01/10/2013
Dual Shot Injector,2014,0,210000,1,Active,10,5.11,11,0,Additional,1,01/10/2013
Laser Printer,2014,0,77824,1,Active,10,5.11,11,0,Additional,1,01/10/2013
Nebulizer,2014,0,843,0,Active,5,5.11,11,1,Additional,1,01/10/2013
Vital Sign Monitor,2014,0,9975,0,Active,7,5.11,11,0,Additional,1,01/10/2013
Portable Appliances Tester,2014,0,50030,1,Active,8,5.11,11,0,Additional,1,01/10/2013
CT Scan,2014,0,4683769,1,Active,5,5.11,11,1,Additional,1,01/10/2013
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Defibrillator,2014,0,19500,1,Active,5,5.5,24,1,Additional,1,24/04/2014
Microscope With Phase Contrast,2014,0,15550,1,Active,15,5.5,11,0,Additional,1,30/04/2014
Electronic Balance,2014,0,7350,0,Active,5,5.4,11,1,Additional,1,15/05/2014
Color Video Printer,2014,0,8000,0,Active,8,5.5,11,0,Additional,1,08/04/2014
Color Video Printer,2014,0,8000,0,Active,8,5.5,11,0,Additional,1,08/04/2014
Dissecting Microscope,2014,0,7500,0,Active,12,5.4,11,0,Additional,1,22/05/2014
X-Ray 6D Patient Positioning System,2014,0,3200000,1,Active,7,6.5,23,0,Additional,1,11/04/2013
Linear Accelerator (Linac 4),2014,0,11589700,1,Active,7,5.9,23,0,Additional,1,09/12/2013
Dosimeter,2014,0,105000,1,Active,8,5.9,23,0,Additional,1,09/12/2013
Water Phantom,2014,0,45000,1,Active,10,5.9,23,0,Additional,1,09/12/2013
Qa Beam Checker,2014,0,42500,1,Active,8,5.9,23,0,Additional,1,09/12/2013
Multicube,2014,0,90000,1,Active,8,5.9,23,0,Additional,1,09/12/2013
Tabletop Centrifuge,2014,0,15500,1,Active,8,5.5,11,0,Additional,1,29/04/2014
Water Bath,2014,0,3600,0,Active,10,5.3,11,0,Additional,1,04/06/2014
Blood Gas Analyzer,2014,0,149950,1,Active,5,5.4,24,1,Additional,1,08/05/2014
Biopsy Gun,2014,0,6200,0,Active,5,5.5,11,1,Additional,1,25/04/2014
Biopsy Gun,2014,0,6200,0,Active,5,5.5,11,1,Additional,1,25/04/2014
Infusion Pump,2014,0,3900,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Infusion Pump,2014,0,3900,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Infusion Pump,2014,0,3900,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Infusion Pump,2014,0,3900,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Infusion Pump,2014,0,3900,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Electroencephalographs,2014,0,129800,1,Active,7,5.4,24,0,Additional,1,27/05/2014
Pulse Oximeter,2014,0,5200,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Pulse Oximeter,2014,0,7980,0,Active,10,5.3,11,0,Additional,1,10/06/2014
Lithotripter,2014,0,2839739.44,1,Active,5,6.11,23,1,Additional,1,31/10/2012
Mobile C-Arm Unit,2014,0,360726,1,Active,7,6.11,23,0,Additional,1,31/10/2012
"Radiographic/Fluoroscopic Unit, Urologic",2014,0,1375002,1,Active,10,6.11,23,0,Additional,1,31/10/2012
Ankle Brachial Index Machine,2014,0,18500,1,Active,7,5.5,11,0,Additional,1,25/04/2014
Oven Laboratory,2014,0,14550,1,Active,10,5.3,11,0,Additional,1,11/06/2014
Doppler,2014,0,6000,0,Active,5,5.5,11,1,Additional,1,25/04/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Snellen Chart Box,2014,0,5980,0,Active,5,9.3,11,1,Additional,1,07/06/2010
Snellen Chart Box,2014,0,5980,0,Active,5,9.3,11,1,Additional,1,07/06/2010
Tonometer,2014,0,16500,1,Active,10,8.1,12,0,Additional,1,16/08/2011
Cardiorespiratory Monitor,2014,0,17200,1,Active,7,5.2,11,0,Additional,1,11/07/2014
Defibrillator,2014,0,18980,1,Active,5,5.4,24,1,Additional,1,19/05/2014
Defibrillator,2014,0,18980,1,Active,5,5.4,24,1,Additional,1,19/05/2014
Defibrillator,2014,0,18980,1,Active,5,5.4,24,1,Additional,1,19/05/2014
Vital Signs Monitor,2014,0,9800,0,Active,7,5.3,11,0,Additional,1,18/06/2014
Pulse Oximeter,2014,0,7000,0,Active,10,5.2,11,0,Additional,1,11/07/2014
Tissue Floatation Bath Workstation,2014,0,8900,0,Active,10,5.6,36,0,Additional,1,17/03/2014
Autopsy Saw,2014,0,9260,0,Active,10,5.2,11,0,Additional,1,14/07/2014
Autopsy Saw,2014,0,9260,0,Active,10,5.2,11,0,Additional,1,14/07/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Vital Sign Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Pulse Oximeter,2014,0,7980,0,Active,10,5.3,11,0,Additional,1,02/06/2014
